id,name,category,description
c1dfptbg11,"Single AZ Application Check","fault_tolerance","Checks through network patterns if your egress network traffic is routing through a single Availability Zone (AZ).<br><br>An AZ is a distinct location that is insulated from any impact in other zones. By spreading your service across multiple AZs, you limit the blast radius of an AZ failure.<br><br><b>Alert Criteria</b><br>Yellow: Your application may be deployed in only one AZ based on observed egress network patterns. If this is true<br>and your application expects high availability, we recommend that you provision your application resources and<br>implement your network flows to utilize multiple Availability Zones.<br><br><b>Recommended Action</b><br>If your application requires high availability, consider implementing a multi-AZ architecture for higher availability."
XG0aXHpIEt,"RDS DB Instances","service_limits","Checks for usage that is more than 80% of the RDS DB Instances Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_Limits.html"" target=""_blank"">RDS Limits</a>"
Hs4Ma3G290,"ElastiCache clusters should not use the default subnet group",security,"Checks if ElastiCache clusters are configured with a custom subnet group. The check fails for an ElastiCache cluster if 'CacheSubnetGroupName' has the value 'default'.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: ElastiCache.7<br><br><b>Alert Criteria</b><br>Red: Critical or High Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ElastiCache.7/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G291,"Elastic Beanstalk should stream logs to CloudWatch",security,"Checks if an AWS Elastic Beanstalk environment is configured to send logs to CloudWatch Logs. The check fails if the Elastic Beanstalk environment is not configured to send logs to CloudWatch Logs.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: ElasticBeanstalk.3<br><br><b>Alert Criteria</b><br>Red: Critical or High Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ElasticBeanstalk.3/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G170,"S3 Block Public Access setting should be enabled",security,"Checks if the following public access block settings are configured from account level: ignorePublicAcls: True, blockPublicPolicy: True, blockPublicAcls: True, restrictPublicBuckets: True.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: S3.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G292,"Redshift clusters should be encrypted at rest",security,"Checks if an Amazon Redshift cluster is encrypted at rest. The check fails if a Redshift cluster isn't encrypted at rest.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Redshift.10<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Redshift.10/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G171,"S3 buckets should prohibit public read access",security,"Checks if your S3 buckets allow public read access by evaluating the Block Public Access settings, the bucket policy, and the bucket access check list (ACL).<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: S3.2<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G293,"Step Functions state machines should have logging turned on",security,"This controls assesses if an AWS Step Functions state machine has logging turned on. The check fails if a state machine doesn't have logging turned on.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: StepFunctions.1<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/StepFunctions.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G172,"S3 buckets should prohibit public write access",security,"Checks if your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access check list (ACL).<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: S3.3<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.3/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
c1z7dfpz01,"Amazon ECS service using a single AZ","fault_tolerance","Checks that your service configuration uses a single Availability Zone (AZ).<br><br>An AZ is a distinct location that is insulated from failures in other zones. This supports inexpensive, low-latency network connectivity between AZs in the same AWS Region. By launching instances in multiple AZs in the same Region, you can help protect your applications from a single point of failure.<br><br><b>Alert Criteria</b><br>Yellow: An Amazon ECS service is running all tasks in a single AZ.<br>Green: An Amazon ECS service is running tasks in at least two different AZs.<br><br><b>Recommended Action</b><br>Create at least one more task for the service in a different AZ.<br><br><b></b><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com/AmazonECS/latest/bestpracticesguide/capacity-availability.html"" target=""_blank"">Amazon ECS capacity and availability</a>"
Hs4Ma3G294,"Athena workgroups should be encrypted at rest",security,"Checks if an Athena workgroup is encrypted at rest. The check fails if an Athena workgroup isn’t encrypted at rest.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Athena.1<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Athena.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G173,"S3 Block Public Access setting should be enabled at the bucket-level",security,"Checks if Amazon S3 buckets have bucket level public access blocks applied. This check fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: S3.8<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.8/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
c1z7dfpz02,"Amazon ECS Multi-AZ placement strategy","fault_tolerance","Checks that your Amazon ECS service uses the spread placement strategy based on availability zone. This strategy distributes tasks across Availability Zones (AZs) in the same AWS Region and can help protect your applications from a single point of failure.<br><br>For tasks that run as part of an Amazon ECS service, spread is the default task placement strategy.<br><br>This check also verifies that spread is the first or only strategy in your list of enabled placement strategies.<br><br><b>Alert Criteria</b><br>Yellow: Spread by availability zone is disabled or isn't the first strategy in your list of enabled placement strategies for your Amazon ECS service.<br>Green: Spread by availability zone is the first strategy in your list of enabled placement strategies or the only placement strategy enabled for your Amazon ECS service.<br><br><b>Recommended Action</b><br> Enable the spread task placement strategy to distribute tasks across multiple AZs. Verify that spread by availability zone is the first strategy for all enabled task placement strategies or the only strategy used. If you choose to manage AZ placement, you can use a mirrored service in another AZ to mitigate these risks.<br><br><b></b><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com/AmazonECS/latest/developerguide/task-placement-strategies.html"" target=""_blank"">Amazon ECS task placement strategies</a>"
Hs4Ma3G295,"Amazon DocumentDB clusters should be encrypted at rest",security,"Checks if an Amazon DocumentDB cluster is encrypted at rest. The check fails if an Amazon DocumentDB cluster isn't encrypted at rest.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: DocumentDB.1<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/DocumentDB.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G174,"CodeBuild GitHub or Bitbucket source repository URLs should use OAuth",security,"Checks if the GitHub or Bitbucket source repository URL contains either personal access tokens or user name and password.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: CodeBuild.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CodeBuild.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G296,"Neptune DB clusters should be encrypted at rest",security,"Checks if a Neptune DB cluster is encrypted at rest. The check fails if a Neptune DB cluster isn't encrypted at rest.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.1<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G175,"CodeBuild project environment variables should not contain clear text credentials",security,"Checks if the project contains environment variables AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: CodeBuild.2<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/CodeBuild.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G297,"Neptune DB clusters should publish audit logs to CloudWatch Logs",security,"Checks if a Neptune DB cluster publishes audit logs to Amazon CloudWatch Logs. The check fails if a Neptune DB cluster doesn't publish audit logs to CloudWatch Logs. `EnableCloudWatchLogsExport` should be set to Audit.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.2<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G176,"ACM certificates should be renewed after a specified time period",security,"Checks if ACM Certificates in your account are marked for expiration within a specified time period. Certificates provided by ACM are automatically renewed. ACM does not automatically renew certificates that you import.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ACM.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ACM.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
CLOG40CDO8,"Auto Scaling Group Health Check","fault_tolerance","Examines the health check configuration for Auto Scaling groups. If Elastic Load Balancing is being used for an Auto Scaling group, the recommended configuration is to enable an Elastic Load Balancing health check. If an Elastic Load Balancing health check is not used, Auto Scaling can only act upon the health of the Amazon Elastic Compute Cloud (Amazon EC2) instance and not on the application that is running on the instance.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: An Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled.<br>Yellow: An Auto Scaling group does not have an associated load balancer, but the Elastic Load Balancing health check is enabled.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If the Auto Scaling group has an associated load balancer, but the Elastic Load Balancing health check is not enabled, see <a href=""http://docs.aws.amazon.com/AutoScaling/latest/DeveloperGuide/as-add-elb-healthcheck.html"" target=""_blank"">Add an Elastic Load Balancing Health Check to your Auto Scaling Group</a>.<br>If the Elastic Load Balancing health check is enabled, but no load balancer is associated with the Auto Scaling group, see <a href=""http://docs.aws.amazon.com/AutoScaling/latest/DeveloperGuide/as-register-lbs-with-asg.html"" target=""_blank"">Set Up an Auto-Scaled and Load-Balanced Application</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""http://docs.aws.amazon.com/AutoScaling/latest/DeveloperGuide/WhatIsAutoScaling.html"" target=""_blank"">Auto Scaling Developer Guide</a>"
aW9HH0l8J6,"EC2-Classic Elastic IP Addresses","service_limits","Checks for usage that is more than 80% of the EC2-Classic Elastic IP Addresses Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-resource-limits.html"" target=""_blank"">EC2 Limits</a>"
wH7DD0l3J9,"EBS Throughput Optimized HDD (st1) Volume Storage","service_limits","Checks for usage that is more than 80% of the EBS Throughput Optimized HDD (st1) Volume Storage Limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/general/latest/gr/aws_service_limits.html#limits_ebs"" target=""_blank"">EBS Limits</a>"
iK7OO0l7J9,"ELB Classic Load Balancers","service_limits","Checks for usage that is more than 80% of the ELB Classic Load Balancers. Application Load Balancers and Network Load Balancers have a separate limit. Values are based on a snapshot, so your current usage might differ. Limit and usage data can take up to 24 hours to reflect any changes. In cases where limits have been recently increased, you may temporarily see utilization that exceeds the limit.<br/><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: 80% of limit reached.<br>Red: 100% of limit reached.<br>Blue: Trusted Advisor was unable to retrieve utilization or limits in one or more regions.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>If you expect to exceed a service limit, request an increase directly from the <a href=""https://us-east-1.console.aws.amazon.com/servicequotas/home?region=us-east-1"" target=""_blank"">Service Quotas</a> console. If Service Quotas doesn’t support your service yet, you can create a support case in <a href=""https://aws.amazon.com/support/createCase?type=service_limit_increase"" target=""_blank"">Support Center</a>.<br><br><h4 class='headerBodyStyle'>Additional Resources</h4><br><a href=""https://docs.aws.amazon.com/general/latest/gr/aws_service_limits.html#limits_elastic_load_balancer"" target=""_blank"">AWS Service Limits - Elastic Load Balancing default service limits</a>"
Hs4Ma3G287,"ElastiCache replication groups should have encryption-at-rest enabled",security,"Checks if ElastiCache replication groups have encryption-at-rest enabled. This check fails if encryption-at-rest is not enabled for a ElastiCache replication group.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: ElastiCache.4<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ElastiCache.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G166,"An RDS event notifications subscription should be configured for critical cluster events",security,"Checks if an Amazon RDS Event subscription for RDS clusters is configured to notify on event categories of both ""maintenance"" and ""failure"".<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: RDS.19<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/RDS.19/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G288,"ElastiCache replication groups should have encryption-in-transit enabled",security,"Checks if ElastiCache replication groups have encryption-in-transit enabled. This check fails if encryption-in-transit is not enabled for a ElastiCache replication group.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: ElastiCache.5<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ElastiCache.5/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G289,"ElastiCache replication groups of earlier Redis versions should have Redis AUTH enabled",security,"Checks if ElastiCache replication groups have Redis AUTH enabled. The check fails for an ElastiCache replication group if the Redis version of its nodes is below 6 and 'AuthToken' is not in use.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: ElastiCache.6<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ElastiCache.6/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G168,"S3 buckets should require requests to use Secure Socket Layer",security,"Checks if S3 buckets have policies that require requests to use Secure Socket Layer (SSL).<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: S3.5<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.5/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G169,"S3 permissions granted to other AWS accounts in bucket policies should be restricted",security,"Checks if the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The check fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: S3.6<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/S3.6/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G180,"Amazon Elasticsearch Service domain error logging to CloudWatch Logs should be enabled",security,"Checks whether Amazon Elasticsearch Service domains are configured to send error logs to CloudWatch Logs.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ES.4<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ES.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G181,"Classic Load Balancers with SSL/HTTPS listeners should use a certificate provided by AWS Certificate Manager",security,"Checks if a Classic Load Balancer uses HTTPS/SSL certificates provided by AWS Certificate Manager. The check fails if a Classic Load Balancer that is configured with an HTTPS/SSL listener does not use a certificate provided by AWS Certificate Manager.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ELB.2<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ELB.2/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G182,"Classic Load Balancer listeners should be configured with HTTPS or TLS termination",security,"Checks if your Classic Load Balancer listeners are configured with HTTPS or TLS protocol for front-end (client to load balancer) connections. The check is applicable if a Classic Load Balancer has listeners. If your Classic Load Balancer does not have a listener configured, then the check does not report any findings.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ELB.3<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ELB.3/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
1qazXsw23e,"Amazon Relational Database Service (RDS) Reserved Instance Optimization","cost_optimizing","Checks your usage of RDS and provides recommendations on purchase of Reserved Instances to help reduce costs incurred from using RDS On-Demand. AWS generates these recommendations by analyzing your On-Demand usage for the past 30 days. We then simulate every combination of reservations in the generated category of usage in order to identify the best number of each type of Reserved Instance to purchase to maximize your savings. This check covers recommendations based on partial upfront payment option with 1-year or 3-year commitment. This check is not available to accounts linked in Consolidated Billing. Recommendations are only available for the Paying Account.<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: Optimizing the purchase of RDS Reserved Instances can help reduce costs.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>See the <a href=""http://console.aws.amazon.com/billing/home?/costexplorer#/costexplorer"" target=""_blank"">Cost Explorer</a> page for more detailed recommendations, customization options (e.g. look-back period, payment option, etc.) and to purchase RDS Reserved Instances.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/>Information on RDS Reserved Instances and how they can save you money can be found <a href=""http://aws.amazon.com/rds/reserved-instances/"" target=""_blank"">here</a>.<br>For more information on this recommendation, see <a href=""http://aws.amazon.com/premiumsupport/technology/trusted-advisor/faqs/#Reserved_Instance_Optimization_Check_Questions"" target=""_blank"">Reserved Instance Optimization Check Questions</a> in the Trusted Advisor FAQs.<br>For more detailed description of fields, see <a href=""http://docs.aws.amazon.com/aws-cost-management/latest/APIReference/API_ReservationPurchaseRecommendationDetail.html#awscostmanagement-Type-ReservationPurchaseRecommendationDetail-AverageUtilization"" target=""_blank"">Cost Explorer documentation</a>"
Hs4Ma3G183,"Application load balancer should be configured to drop http headers",security,"This check evaluates AWS Application Load Balancers (ALB) to ensure they are configured to drop http headers. By default, ALBs are not configured to drop invalid http header values. This check evaluates all ALBs fails if the attribute value of routing.http.drop_invalid_header_fields.enabled is set to false.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ELB.4<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ELB.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G184,"Application and Classic Load Balancers logging should be enabled",security,"Checks if the Application Load Balancer and the Classic Load Balancer have logging enabled. The check fails if the access_logs.s3.enabled is false.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ELB.5<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ELB.5/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G185,"IAM customer managed policies that you create should not allow wildcard actions for services",security,"Checks if the IAM identity-based custom policies have Allow statements that grant permissions for all actions on a service. The check fails if any policy statement includes ""Effect"": ""Allow"" with ""Action"": ""Service:"".<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: IAM.21<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/IAM.21/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
